aba,feature,veredito,sinal,sinal_espera,sinal_escopo,gtk_onde,html_onde,gtk_faz,html_faz,porque
09-sistema,"""Ver detalhes"" — as últimas 80 linhas do registro técnico",DIFERENTE,aba_sistema,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:2387 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:2767 · src/hefesto_dualsense4unix/gui/main.glade:2797,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:596 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:133 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1221,"`journalctl --user -u <unit> -n 80 --no-pager`, timeout 5 s, em worker, com placeholder ""Consultando logs..."" e `(sem saída)` quando volta vazio. SEM `--output cat`: cada linha vem com data, host e `unidade[pid]:` na frente.","O mesmo comando COM `--output cat` e timeout 8 s; a unit vem de `utils.identidade`, nunca digitada; quando não há saída, mostra o `stderr` do `journalctl` (o motivo de verdade) em vez de um texto inventado; e guarda o pedido em `_PAINEL` para o tique de 500 ms não repintar por cima meio segundo depois.","DIFERENTE para melhor, e por medida: sem `--output cat` o prefixo ocupa 62 colunas antes da primeira letra da mensagem, e no painel de 110 px a mensagem sai pela direita (fotografado em 01/09). A afirmação de `gui/aba_sistema.py:97-99` — de que a GTK mostraria `systemctl status` em vez do registro — está ERRADA quanto a este botão: a GTK também roda `journalctl`. O que ela mostra em REPOUSO é que é o `systemctl status` (feature seguinte)."
09-sistema,"Painel ""Detalhes técnicos"" em repouso (sem ninguém clicar)",IGUAL,fora[REGISTRO] = _no_painel(repouso),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1970 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:2549 · src/hefesto_dualsense4unix/gui/main.glade:3087,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:1107 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:562 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:234 · src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1225,"O `Gtk.TextView` fica sempre com a saída de `systemctl status <unit>`, reescrita a cada refresh da aba e depois de cada botão.","O painel em repouso traz o `systemctl status <unit>` — o MESMO texto da janela antiga, pedido ao método dela (`_systemctl_status_text`) e não recomposto aqui —, e depois dele a identidade de fábrica de cada controle vivo. O último ""Ver …"" tem precedência: `_PAINEL` guarda o pedido para o tique de 500 ms não repintar por cima meio segundo depois.","MEDIDO em 03/09/2026 com a janela aberta oculta: o painel mostrou três linhas de `systemctl status` e o bloco ""Identidade de fábrica"" ao fim — está na foto desta frente. A nota de `aba_sistema.SEM_FONTE` que segurava o traço está CADUCA e o próprio código a contradiz: ela dizia que não havia método de IPC para o registro, e o repouso nunca precisou de IPC. ORDEM MEDIDA: o painel tem 110 px e rola para o FIM, então a identidade vai por último — com ela no começo, a foto mostrou seis linhas de journal e nenhuma da identidade. MORDIDA: fiz `_repouso_do_painel` devolver """"; a régua reprovou dizendo que o painel voltou ao traço."
09-sistema,Diálogo de confirmação antes de ação destrutiva,DIFERENTE,"CONFIRMA = ""Confirma?""",PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1806 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1373 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1590 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:2131 · src/hefesto_dualsense4unix/app/gui_dialogs.py:696 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:2359,src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,"Todo botão que mexe em arquivo de outro dono ou derruba o serviço pergunta primeiro, em diálogo temado e NÃO-bloqueante (`connect(""response"")`, nunca `run()`, porque `run()` bloqueia o mainloop e engole até o SIGTERM): Proton, Aplicar aos jogos, Deixar tudo pronto, camadas, restaurar de fábrica.","Pergunta no PRÓPRIO BOTÃO, em dois cliques: o primeiro arma e troca o rótulo por ""Confirma?""; o segundo só vale se trouxer essa palavra — que só existe no botão já armado — e dentro da janela de tempo. Os dois guardas são independentes, e é o que impede a prova automática de agir clicando o que o DOM tinha. Quem repõe o rótulo quando o prazo passa é o tique.","FECHOU EM 03/09/2026, com a escolha dela: *""Dois cliques, como na Lançadores""*, e a palavra **""Confirma?""** entre três. A forma é a que a `07-lancadores` já rodava em produção; o que muda é o CANAL, e por mecanismo: lá o valor viaja num `data-v` porque aquela aba remonta o cartão a cada pintura, e esta página é estática — aqui o valor que só existe no botão armado é o RÓTULO, que o ouvinte do piloto já manda em `o[""texto""]`. Sobram TRÊS botões desta página sem quem os atenda, e o que os segura NÃO é mais a confirmação: é o MOTOR, declarado em `a09_sistema.SEM_MOTOR` — o ato mora dentro de um handler da janela GTK que fala com a janela."
10-perfis,"A lista de perfis: nome · prioridade · ""Quando usar""",IGUAL,perfis_web._linhas_da_lista,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3797 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:1373,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:448 · src/hefesto_dualsense4unix/app/actions/perfis_web.py:394 · src/hefesto_dualsense4unix/interface/paginas/10-perfis.html:1089,"`Gtk.TreeView` com três colunas visíveis, alimentado por `_populate_profiles_store` a partir de `load_all_profiles()` em thread; a 3ª coluna sai de `rotulo_quando_usar(profile, profiles, active)`.","O `<tbody data-hef=""perfis.lista"">` é trocado INTEIRO por `blocos` a cada tique; as linhas saem de `perfis_web._linhas_da_lista`, que chama a MESMA `rotulo_quando_usar`.","Mesma função pura dos dois lados — não é reimplementação, é import (`perfis_web.py:80-71`). Medido vivo com `pacote()`: 33 linhas para os 33 perfis do disco, contra as 14 que o desenho cravava. O desenho cravou 14 porque 14 cabiam na figura; o `blocos` desfaz esse teto."
10-perfis,A ordem da lista: o perfil ativo primeiro,IGUAL,perfis_web._linhas_da_lista,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:664 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3836 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3908,src/hefesto_dualsense4unix/app/actions/perfis_web.py:419,"Itera `ordem_de_exibicao(profiles, active)` no `append`, e `_levar_o_ativo_para_o_topo` reordena in-place quando ela ativa outro sem recarregar o disco.","`perfis_web._linhas_da_lista` itera `ordem_de_exibicao(perfis, ativo)`; a lista inteira é remontada a cada tique de 500 ms, então não precisa de reorder in-place.","A mesma função pura, e com a mesma disciplina: os dois passam a lista na ORDEM DE CARGA (não a reordenada) para `rotulo_quando_usar`/`explicacao_da_disputa`, porque a ordem de carga é o terceiro termo do desempate. Medido vivo: `meu_perfil` (o ativo) veio em primeiro nos dois vetores emitidos."
10-perfis,O realce do perfil ativo: cor e negrito,IGUAL,_linha_da_lista,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:459 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:466 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3839 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3852,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:437 · src/hefesto_dualsense4unix/interface/paginas/10-perfis.html:704,"Peso 700 na coluna 3 e uma `Pango.AttrList` com `#50fa7b` na coluna 5, aplicada às TRÊS colunas visíveis (`attributes=5`). `AttrList` e não `foreground=` porque o GTK3 descarta o `foreground` da linha SELECIONADA — e a selecionada é justamente a do ativo.","A `<tr>` nasce com `class=""ativo""` vinda do `blocos`; o CSS da página faz `.tab tr.ativo td{color:var(--green);font-weight:600}` e uma barra de 3px à esquerda.","Mesma cor (`--green:#50fa7b`, `10-perfis.html:34`) e mesmo negrito. E o HTML resolve pelo `blocos` o que o pintor não alcança: nenhum dos cinco alvos do `escrever()` liga uma CLASSE, então sem o `blocos` a classe `ativo` ficaria para sempre na PRIMEIRA linha do desenho — acertando por acidente e mentindo inteiro quando não há ativo nenhum."
10-perfis,A dica da disputa (por que este perfil vence),IGUAL,perfis_web._linhas_da_lista,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:403 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:1397 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3897,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:437 · src/hefesto_dualsense4unix/app/actions/perfis_web.py:435,"Coluna 4 do store, invisível, ligada por `tree.set_tooltip_column(4)`; o texto sai de `explicacao_da_disputa(profile, profiles, active)` e é recalculado também no `_mark_active_profile_row` (trocar de ativo troca o incumbente, que é o terceiro termo do desempate).","O `title=` da `<tr>`, com o MESMO texto: `perfis_web._linhas_da_lista` já chamava `explicacao_da_disputa` a cada tique — o valor morria no dicionário até o `blocos` abrir a porta.","Mesma função. Confirmado vivo: o `title` da linha do `meu_perfil` veio com os dois parágrafos completos (""2 perfis dizem 'Sempre'… Hoje quem vence é 'meu_perfil' (prioridade 1). O desempate, nesta ordem: …""). O `_atr` escapa MENOS que o `html.escape` de propósito — escapar `'` e `\n` fazia o `<tbody>` ser reescrito 17 vezes por tique para sempre."
10-perfis,A lista vazia diz o que fazer para ter o primeiro perfil,SO_NO_HTML,LISTA_VAZIA,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3797,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:512 · src/hefesto_dualsense4unix/app/actions/perfis_web.py:241,NADA. Zero perfis é um `GtkTreeView` com o cabeçalho sozinho — não há texto de estado vazio em lugar nenhum da aba.,"Uma `<tr class=""vazia"">` com a frase `LISTA_VAZIA`: ""Nenhum perfil no disco ainda. Ajuste o que quiser nas outras abas e clique em 'Salvar Perfil' no rodapé — o primeiro perfil nasce daí.""","É ganho, e é o estado da usuária recém-instalada. A frase diz o quê, por quê e o que fazer — o padrão da casa —, e aponta para o botão que de fato cria o primeiro perfil. Não remover ao 'consertar' a tabela."
10-perfis,"O contador ""N perfis"" ao lado do título",SO_NO_HTML,"data-hef=""perfis.conta""",PRESENTE,src/hefesto_dualsense4unix/interface/paginas/10-perfis.html,src/hefesto_dualsense4unix/gui/main.glade:2128,src/hefesto_dualsense4unix/interface/paginas/10-perfis.html:1076 · src/hefesto_dualsense4unix/app/actions/perfis_web.py:270 · src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:743,NADA. Não há rótulo de contagem na aba Perfis — os ids do glade vão de `profiles_left_box` a `profile_save_button` e nenhum é contador.,"`<span data-hef=""perfis.conta"">`, alimentado por `perfis_web._texto_da_conta` — que sabe dizer ""1 perfil"" no singular.",Medido vivo: `perfis.conta = '33 perfis'`. Ganho pequeno e real — é o número que denunciou a mentira das 14 linhas em 02/09 (o contador dizia 33 e a tabela mostrava 14).
10-perfis,"Quem responde ""qual perfil está valendo agora""",DIFERENTE,perfil_que_esta_valendo(ctx.state),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:500 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:1476 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3838 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:574,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:523 · src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:722,"`_active_profile_hint`, semeado no boot por `perfil_que_ela_ativou()` (o marcador em disco, via `resolve_boot_profile`) e atualizado pelo gesto de Ativar. O nome vai CRU para o `==` do realce — um marcador órfão (perfil renomeado ou apagado por fora) continua sendo exibido como ativo.","`_valendo()` chama o dono do §P1 (`perfil_que_esta_valendo(ctx.state)` — daemon primeiro, marcador em disco depois) e AINDA resolve o nome contra os perfis do disco por `find_by_slug`; sem casar com ninguém, vira `""""` e a lista não acende linha nenhuma.","O HTML faz MAIS e melhor: o `find_by_slug` fecha a divergência de ter dois vereditos na mesma tela (o realce compara por `==` em `perfis_web.py:435`, as guardas comparam por `mesmo_slug`) e derruba o marcador órfão. A GTK não tem esse degrau. Medido hoje: o daemon respondeu `meu_perfil`, então os dois lados concordam agora — a divergência aparece com o daemon calado ou com o marcador em caixa diferente (""sackboy"" no marcador, ""Sackboy"" no disco)."
10-perfis,Selecionar um perfil (clicar na linha abre o editor),DIFERENTE,CAMPOS_QUE_ELA_DIGITA,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:2984 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:1909 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3952,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:864 · src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:274 · src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:271,"`on_profile_selection_changed` → `_populate_editor`, mas com um PORTÃO no meio: se a seleção foi movida pelo código e há trabalho não salvo (`_ha_trabalho_no_editor`), o editor NÃO é repintado — a lista se move sozinha em três caminhos e arrastava o alvo do Salvar junto.","O gesto `selecionar` grava o nome num módulo (`_ESCOLHIDO`) e nada mais; não fala com o daemon. O editor repinta no tique seguinte — exceto `editor.nome` e `editor.jogo`, que só se repintam quando o perfil ABERTO muda (`_uma_vez_so`), senão a pintura apagaria o que ela está digitando na segunda tecla.","A GTK protege trabalho não salvo porque TEM trabalho não salvo (o editor é um rascunho até o Salvar). O HTML não tem rascunho — cada campo grava no ato —, então o portão não faz falta pelo mesmo motivo; mas a guarda `_uma_vez_so` que ele pôs no lugar é FRÁGIL de outra forma: ela é por TEMPO (buraco de 2 s no tique = 'a página foi embora e voltou'), não por gesto. Sair da aba e voltar em menos de dois segundos deixa os dois campos com o valor velho até ela trocar de perfil."
10-perfis,Ativar o perfil escolhido,DIFERENTE,p.profile_switch(nome),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3202,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:899 · src/hefesto_dualsense4unix/app/ipc_bridge.py:271,"`call_async(""profile.switch"", timeout=PROFILE_SWITCH_TIMEOUT_S)` — assíncrono porque o handler leva ~1,2 s medidos no journal dela e o teto de leitura de 250 ms fazia TODA ativação cair no caminho de falha.","`p.profile_switch(nome)` (o mesmo `ipc_bridge.profile_switch`, com o mesmo timeout), levantando `RuntimeError` quando ele devolve `False`. Roda em thread do piloto, então não congela a janela.","O núcleo é o mesmo método e a mesma ponte. O que difere é o DEPOIS: a GTK faz mais quatro coisas no sucesso (relatório de seções no toast, marcar a linha, ressincronizar a seleção, refazer as abas) e mais uma fora do callback (a carona do wrapper). O HTML faz só a troca. Cada uma dessas quatro está listada como feature própria abaixo. || DECIDIDO em 04/09/2026 — A tira ganha uma segunda linha. A metade que avisa está no fim da frase. Onde está escrito: `docs/process/2026-09-04-O-PO-DECIDE-as-54-e-os-sete-conflitos.md` §2 `10[05]`, sobre a pergunta [05] de `docs/process/sprints/2026-09-04-DECISOES-DELA-10-perfis.md`. Não espera mais palavra dela."
10-perfis,Ativar: o desfecho diz o que NÃO entrou (relatório de seções),IGUAL,mensagem_de_ativacao,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,src/hefesto_dualsense4unix/app/actions/profiles_actions.py:862 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:836 · src/hefesto_dualsense4unix/app/actions/profiles_actions.py:3237,src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:1347 · src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:1360 · src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py:1368 · src/hefesto_dualsense4unix/interface/paginas/10-perfis.html:1144,"O toast sai de `mensagem_de_ativacao(name, result)`, que lê o campo `secoes` do corpo da resposta do daemon — a diferença entre ""ativado"" e ""ativado, menos o que o lock manual descartou"" (ATIVAR-NAO-MENTE-01).","Pede o CORPO e não o booleano: `p.resultado(""profile.switch"", name=…)` traz o `secoes` que o daemon montou, e a frase sai de `mensagem_de_ativacao(nome, corpo)` — a MESMA função da janela estável. Ela chega à tela pela tira `perfis.desfecho`.","REMEDIDO em 03/09/2026, como a régua mandou. A dívida fechou: o ELO-MUDO-01 era `ipc_bridge.profile_switch` estreitar para `bool` um corpo montado com cuidado, e o gesto passou a pedir o corpo pela ponte (`ponte.resultado`, com o MESMO teto de 3 s do `PROFILE_SWITCH_TIMEOUT_S`). A função que decide a frase é uma só nos dois lados; o que muda é o veículo — toast lá, tira aqui —, e isso é a forma da interface nova, não uma segunda verdade."
